player_name,season,off_score_1,off_score_2,off_score_3,def_score,reb_score
Amadou Sidibe,2022-2023,83.912668773341,7.382935937948865,10.830221200804369,45.590347601264,45.590347601264
Kenny Hasbrouck,2022-2023,45.67652973283539,95.25998276357367,70.89916690606147,21.085894857799484,21.085894857799484
Shaun Willett,2022-2023,60.41367423154266,22.98190175237001,97.18471703533469,56.478023556449294,56.478023556449294
Carlos Suarez,2022-2023,5.659293306521115,29.47428899741454,2.4418270611893136,97.29962654409653,97.29962654409653
Dylan Lucien Van Eyck,2022-2023,31.197931628842284,39.32777937374318,53.08819304797472,92.01378914105145,92.01378914105143
Barra Njie,2022-2023,74.8635449583453,22.66590060327492,62.39586325768457,85.72249353634012,85.72249353634012
Craig Lecesne,2022-2023,73.51335823039356,41.33869577707555,52.68600976730824,28.239011778224647,28.239011778224647
Rolandas Jakstas,2022-2023,71.15771330077564,32.89284688307957,40.01723642631428,84.19994254524562,84.19994254524562
Calvin Hermanson,2022-2023,7.928756104567652,24.70554438379776,37.83395575983913,30.68083883941396,30.68083883941396
Ruben Lopez,2022-2023,79.02901465096237,31.3415685147946,41.82706118931341,93.33524849181268,93.33524849181269
Curtis Lee Davis III,2022-2023,60.52858374030451,40.79287561045676,85.77994829072105,29.761562769319163,29.761562769319163
Kaspars Vecvagars,2022-2023,32.89284688307957,69.54898017810974,66.33151393277794,28.3539212869865,28.3539212869865
Marko Bakovic,2022-2023,65.2111462223499,39.385234128124104,11.519678253375467,91.75524274633726,91.75524274633726
Kostas Vasileiadis,2022-2023,17.696064349324907,64.89514507325481,54.66819879345016,62.19477161735134,62.19477161735134
Petar Aranitovic,2022-2023,55.96093076702097,65.78569376615914,78.5406492387245,32.20338983050847,32.20338983050847
Darko Balaban,2022-2023,95.37489227233552,9.422579718471704,12.726228095374893,80.43665613329503,80.43665613329503
Jhornan Jose Zamora Mota,2022-2023,40.13214593507613,61.96495259982764,78.05228382648664,55.75983912668774,55.75983912668774
Ousman-Semega Krubally,2021-2022,81.81557023843723,30.163746049985633,26.773915541511062,82.73484630853203,82.73484630853203
Michalis Tsairelis,2021-2022,86.00976730824476,8.24475725366274,23.269175524274637,86.29704108014938,86.29704108014938
